Probe	ProbeChromosome	ProbecM	Probebp
Contig4958_at	unknown	unknown	unknown
Contig4963_at	unknown	unknown	unknown
Contig4964_at	6	56.4093484419	347358720
Contig4965_at	7	67.4220963173	135255480
Contig4967_s_at	unknown	unknown	unknown
Contig4969_at	unknown	unknown	unknown
Contig4970_at	unknown	unknown	unknown
Contig4976_at	3	51.6288951841	296657600
Contig4978_at	3	139.669812684	544891960
Contig4979_at	1	59.4192634561	346329520
Contig497_s_at	unknown	unknown	unknown
Contig4982_at	unknown	unknown	unknown
Contig4984_at	unknown	unknown	unknown
Contig4985_at	7	69.4857267379	199641240
Contig4986_at	6	86.2606232295	503364360
Contig4988_at	6	63.4560906516	430139880
Contig4991_s_at	6	52.9036827195	126491160
Contig4994_s_at	unknown	unknown	unknown
Contig4995_at	unknown	unknown	unknown
Contig5000_x_at	3	2.58498583567	3603440
Contig5001_s_at	unknown	unknown	unknown
Contig5002_at	4	54.0368271955	368717720
Contig5003_at	4	51.2039660057	207625600
Contig5004_at	2	55.559490085	220803080
Contig5005_at	7	68.059490085	167581040
Contig5007_at	unknown	unknown	unknown
Contig5010_s_at	unknown	unknown	unknown
Contig5017_s_at	1	47.0609065156	74934440
Contig5020_s_at	unknown	unknown	unknown
Contig5023_at	unknown	unknown	unknown
Contig5024_at	1	82.3446307058	403359600
Contig5025_at	unknown	unknown	unknown
Contig5029_at	6	52.9036827195	123919400
Contig5032_at	unknown	unknown	unknown
Contig5033_at	2	50.9206798867	80166000
Contig5035_at	unknown	unknown	unknown
Contig5038_at	unknown	unknown	unknown
Contig5040_at	unknown	unknown	unknown
Contig5042_at	unknown	unknown	unknown
Contig5045_s_at	unknown	unknown	unknown
Contig5046_at	unknown	unknown	unknown
Contig5048_s_at	3	62.6770538244	434379440
Contig5049_at	unknown	unknown	unknown
Contig5050_s_at	unknown	unknown	unknown
Contig5056_s_at	unknown	unknown	unknown
Contig5059_s_at	unknown	unknown	unknown
Contig5060_at	unknown	unknown	unknown
Contig5061_at	1	130.240793201	458611520
Contig5063_at	unknown	unknown	unknown
Contig5064_s_at	6	55.6657223796	331507800
Contig5067_at	unknown	unknown	unknown
Contig5071_s_at	unknown	unknown	unknown
Contig5074_at	unknown	unknown	unknown
Contig5075_s_at	3	114.646172089	516169840
Contig5078_at	5	114.861111111	486459440
Contig507_x_at	unknown	unknown	unknown
Contig5080_at	5	75.4861111111	435727320
Contig5081_at	unknown	unknown	unknown
Contig5083_at	5	29.0972222222	16996680
Contig5087_at	unknown	unknown	unknown
Contig5092_s_at	unknown	unknown	unknown
Contig5095_at	3	98.2294617564	499289720
Contig5096_at	unknown	unknown	unknown
Contig5099_at	unknown	unknown	unknown
Contig50_x_at	unknown	unknown	unknown
Contig5100_s_at	6	119.121813031	534365600
Contig5102_s_at	unknown	unknown	unknown
Contig5105_at	unknown	unknown	unknown
Contig5106_at	1	48.0878186969	133340920
Contig5108_s_at	unknown	unknown	unknown
Contig5112_at	3	57.223796034	405236960
Contig5113_at	unknown	unknown	unknown
Contig5114_at	unknown	unknown	unknown
Contig5115_at	unknown	unknown	unknown
Contig5116_at	unknown	unknown	unknown
Contig5117_at	unknown	unknown	unknown
Contig5119_at	2	129.745042493	603659280
Contig5120_at	1	49.7521246459	273805640
Contig5123_at	4	56.2322946176	416998360
Contig5126_at	1	93.1232294618	422290680
Contig5132_at	2	8.8526912181	10699960
Contig5135_s_at	2	135.623229462	607710360
Contig5138_s_at	unknown	unknown	unknown
Contig5143_at	4	67.7053824363	478091920
Contig5144_at	6	86.2606232295	503364360
Contig5146_at	unknown	unknown	unknown
Contig5148_at	unknown	unknown	unknown
Contig5149_at	unknown	unknown	unknown
Contig514_s_at	unknown	unknown	unknown
Contig5150_s_at	unknown	unknown	unknown
Contig5153_at	unknown	unknown	unknown
Contig5157_at	6	50.8498583569	84084400
Contig5159_at	5	164.722222222	548768200
Contig5163_at	2	54.2315864023	124957280
Contig5164_at	unknown	unknown	unknown
Contig5165_at	unknown	unknown	unknown
Contig5166_at	1	85.7524348559	407518560
Contig5175_at	5	144.652777778	525590120
Contig5177_s_at	unknown	unknown	unknown
Contig5180_at	6	88.7393767705	507643600
Contig5181_at	5	28.2638888889	16060480
Contig5182_at	unknown	unknown	unknown
Contig5185_at	unknown	unknown	unknown
Contig5186_at	unknown	unknown	unknown
Contig5188_s_at	3	57.0821529745	402021640
Contig5189_at	unknown	unknown	unknown
Contig518_s_at	1	4.1076487252	1760800
Contig5190_at	4	54.3201133144	372560480
Contig5196_at	1	111.715061379	441294920
Contig5198_at	unknown	unknown	unknown
Contig5202_at	6	32.8611898017	21946760
Contig5206_s_at	unknown	unknown	unknown
Contig5208_at	unknown	unknown	unknown
Contig5214_at	3	116.997167139	516637320
Contig5216_at	2	43.8385269122	52784320
Contig5218_at	unknown	unknown	unknown
Contig5219_s_at	3	88.5269121813	484326640
Contig5223_at	unknown	unknown	unknown
Contig5226_at	unknown	unknown	unknown
Contig5227_at	unknown	unknown	unknown
Contig5228_s_at	7	91.0552407932	535527480
Contig5231_at	5	45.7638888889	298160480
Contig5235_s_at	unknown	unknown	unknown
Contig5236_at	2	30.146538077	35914120
Contig5237_at	4	51.4164305949	300791760
Contig5238_at	1	47.6628895184	118227800
Contig5239_at	unknown	unknown	unknown
Contig5240_at	6	49.0793201133	49311080
Contig5241_at	unknown	unknown	unknown
Contig5242_at	3	49.2917847025	121381120
Contig5244_at	3	52.4347060043	353325600
Contig5245_at	2	67.3512747875	487689520
Contig5247_at	3	46.1756373938	75620160
Contig5248_s_at	unknown	unknown	unknown
Contig5252_at	5	150.069444444	532024480
Contig5253_at	7	118.342776204	568919440
Contig5255_at	4	80.9135977337	498914000
Contig5256_at	3	51.6288951841	289077480
Contig5258_at	unknown	unknown	unknown
Contig5262_at	5	44.2361111111	253551480
Contig5265_at	4	62.0396600566	468428600
Contig5268_s_at	unknown	unknown	unknown
Contig5269_x_at	unknown	unknown	unknown
Contig526_x_at	1	119.121813031	449193720
Contig5272_at	unknown	unknown	unknown
Contig5274_s_at	unknown	unknown	unknown
Contig5278_at	3	109.844192635	511570680
Contig5283_at	unknown	unknown	unknown
Contig5284_at	unknown	unknown	unknown
Contig5285_at	unknown	unknown	unknown
Contig5287_at	3	56.6218130312	401445040
Contig5289_s_at	unknown	unknown	unknown
Contig5290_at	unknown	unknown	unknown
Contig5292_at	unknown	unknown	unknown
Contig5293_at	unknown	unknown	unknown
Contig5296_s_at	unknown	unknown	unknown
Contig5298_at	unknown	unknown	unknown
Contig5299_at	1	86.4730878187	410384200
Contig5300_at	7	71.5651558073	407610320
Contig5301_at	6	53.6827195468	173261480
Contig5307_at	unknown	unknown	unknown
Contig5309_at	3	46.5297450425	88526080
Contig5311_at	1	43.6437677054	49931080
Contig5313_s_at	unknown	unknown	unknown
Contig5314_s_at	unknown	unknown	unknown
Contig5316_at	unknown	unknown	unknown
Contig5320_at	unknown	unknown	unknown
Contig5324_s_at	unknown	unknown	unknown
Contig5326_at	unknown	unknown	unknown
Contig5327_at	unknown	unknown	unknown
Contig5328_s_at	unknown	unknown	unknown
Contig5331_at	2	144.263456091	618344600
Contig5336_s_at	unknown	unknown	unknown
Contig5337_at	1	54.2315864023	309919400
Contig5339_s_at	6	68.4844192635	468899800
Contig5340_at	unknown	unknown	unknown
Contig5341_at	7	118.342776204	568919440
Contig5342_at	5	59.8010964755	405320040
Contig5343_at	unknown	unknown	unknown
Contig5344_at	2	56.126062323	293493120
Contig5345_s_at	4	49.716713881	58878920
Contig5346_s_at	1	100.300991501	430885120
Contig5348_s_at	2	132.932011331	607710360
Contig5350_at	6	55.0283286119	258905800
Contig5351_at	4	34.3484419263	27508160
Contig5352_at	5	44.2361111111	108469000
Contig5354_at	unknown	unknown	unknown
Contig5357_at	unknown	unknown	unknown
Contig5358_at	unknown	unknown	unknown
Contig5359_at	3	87.3937677054	480042440
Contig5361_at	3	131.480169972	533637720
Contig5362_at	7	138.223953415	596733880
Contig5363_at	6	65.9171388102	448463360
Contig5365_s_at	unknown	unknown	unknown
Contig5367_at	unknown	unknown	unknown
Contig5368_at	4	51.9121813031	327488960
Contig536_at	3	51.3456090652	221188720
Contig5371_s_at	unknown	unknown	unknown
Contig5373_s_at	unknown	unknown	unknown
Contig5374_at	5	77.6388888889	440646400
Contig5376_at	unknown	unknown	unknown
Contig5377_at	unknown	unknown	unknown
Contig5380_s_at	2	107.152974504	571768960
Contig5383_s_at	1	100.07082153	430162200
Contig5386_at	unknown	unknown	unknown
Contig5388_at	unknown	unknown	unknown
Contig5392_at	3	51.2039660057	178834040
Contig5393_at	5	44.2361111111	172555920
Contig5394_at	6	50.3101494579	82856800
Contig5396_at	unknown	unknown	unknown
Contig5397_at	4	59.6317280453	445690720
Contig5399_at	unknown	unknown	unknown
Contig5401_s_at	unknown	unknown	unknown
Contig5403_at	unknown	unknown	unknown
Contig5405_at	unknown	unknown	unknown
Contig5406_x_at	unknown	unknown	unknown
Contig5409_at	unknown	unknown	unknown
Contig5410_at	4	54.6033994334	405628800
Contig5411_s_at	6	110.950779037	524552240
Contig5413_at	6	56.4093484419	349412160
Contig5414_at	unknown	unknown	unknown
Contig5417_at	unknown	unknown	unknown
Contig5420_at	3	46.1756373938	59792800
Contig5426_s_at	4	51.4518413598	307882080
Contig5428_s_at	2	133.28611898	607710360
Contig5429_s_at	5	71.6666666667	424480520
Contig5434_at	3	109.844192635	510982920
Contig5435_at	6	55.0283286119	265961400
Contig5438_s_at	3	20.7507082153	18035800
Contig5440_at	unknown	unknown	unknown
Contig5441_at	unknown	unknown	unknown
Contig5444_s_at	2	54.14305949	122722800
Contig5446_s_at	unknown	unknown	unknown
Contig5447_at	unknown	unknown	unknown
Contig5448_at	unknown	unknown	unknown
Contig5449_at	unknown	unknown	unknown
Contig5452_at	unknown	unknown	unknown
Contig5454_at	unknown	unknown	unknown
Contig5459_s_at	2	55.6657223796	238886000
Contig545_s_at	5	44.2361111111	114873600
Contig5460_s_at	unknown	unknown	unknown
Contig5468_at	unknown	unknown	unknown
Contig546_at	2	68.5552407932	495396120
Contig5474_at	unknown	unknown	unknown
Contig5477_at	unknown	unknown	unknown
Contig5478_at	unknown	unknown	unknown
Contig5482_at	5	44.7916666667	288699280
Contig5484_at	7	76.0188857413	465562960
Contig5486_at	unknown	unknown	unknown
Contig5487_s_at	unknown	unknown	unknown
Contig5492_at	unknown	unknown	unknown
Contig5494_at	unknown	unknown	unknown
Contig5496_at	6	49.0793201133	48355040
Contig5503_s_at	3	108.888101983	509294040
Contig5504_s_at	unknown	unknown	unknown
Contig5507_at	unknown	unknown	unknown
Contig5509_at	2	55.5417847025	195039600
Contig550_x_at	7	124.858356941	579753320
Contig5510_s_at	unknown	unknown	unknown
Contig5512_at	4	50.8498583569	101851120
Contig5513_s_at	6	53.611898017	167510360
Contig5517_at	unknown	unknown	unknown
Contig5521_s_at	3	11.5439093484	10439560
Contig5523_s_at	unknown	unknown	unknown
Contig5526_s_at	unknown	unknown	unknown
Contig5527_at	4	51.4164305949	255237880
Contig5528_at	unknown	unknown	unknown
Contig5529_at	unknown	unknown	unknown
Contig5531_at	4	54.0368271955	369040120
Contig5532_at	unknown	unknown	unknown
Contig5533_at	3	44.2634560907	41936800
Contig5534_at	unknown	unknown	unknown
Contig5537_at	2	56.9759206798	379929800
Contig5540_at	5	155.555555556	541119880
Contig5542_at	1	130.364730878	458863240
Contig5543_at	unknown	unknown	unknown
Contig5544_at	3	40.513083172	37481480
Contig5548_at	unknown	unknown	unknown
Contig5551_at	unknown	unknown	unknown
Contig5555_at	unknown	unknown	unknown
Contig5557_at	1	47.6628895184	108698400
Contig5558_at	unknown	unknown	unknown
Contig5561_at	1	56.0906515581	318439440
Contig5567_s_at	unknown	unknown	unknown
Contig5570_s_at	unknown	unknown	unknown
Contig5571_at	unknown	unknown	unknown
Contig5572_at	7	74.2917847025	446834000
Contig5573_at	4	51.4164305949	263935240
Contig5576_at	1	48.0878186969	157881760
Contig5579_at	unknown	unknown	unknown
Contig5580_s_at	unknown	unknown	unknown
Contig5584_at	unknown	unknown	unknown
Contig5585_s_at	5	152.361111111	537176680
Contig5592_at	3	51.0623229461	164760040
Contig5599_at	unknown	unknown	unknown
Contig5601_at	6	53.4702549575	163895760
Contig5603_s_at	5	71.6666666667	426571160
Contig5607_s_at	1	132.365439093	462937880
Contig5609_at	2	57.1529745042	390819480
Contig5610_at	unknown	unknown	unknown
Contig5611_at	4	52.9567988669	359671920
Contig5612_s_at	5	149.201388889	530397600
Contig5613_at	7	22.7337110482	26048680
Contig5616_at	unknown	unknown	unknown
Contig561_x_at	unknown	unknown	unknown
Contig5620_s_at	2	56.5155807365	353526480
Contig5621_at	1	74.1501416431	395727400
Contig5623_at	6	79.6033994334	497194120
Contig5626_s_at	3	102.44682881	500131680
Contig5628_at	unknown	unknown	unknown
Contig5629_at	4	76.2747875354	491507480
Contig5630_at	2	56.1968838527	308441320
Contig5634_x_at	unknown	unknown	unknown
Contig5638_at	unknown	unknown	unknown
Contig5640_at	unknown	unknown	unknown
Contig5642_at	unknown	unknown	unknown
Contig5645_at	unknown	unknown	unknown
Contig5646_at	3	128.452549575	532051760
Contig5648_s_at	2	59.4900849858	452916200
Contig5650_at	unknown	unknown	unknown
Contig5654_at	2	7.790368272	7932280
Contig5656_at	6	56.4093484419	350136320
Contig5658_at	6	50.8498583569	83584680
Contig5659_at	7	56.3031161474	83610720
Contig5661_at	unknown	unknown	unknown
Contig5662_at	6	55.5240793201	317604920
Contig5663_at	6	54.8866855524	237686920
Contig5665_at	unknown	unknown	unknown
Contig5666_at	3	55.8073654391	398771600
Contig5667_at	2	50.9206798867	77927800
Contig566_s_at	7	57.9320113314	87544000
Contig5672_at	unknown	unknown	unknown
Contig5673_at	unknown	unknown	unknown
Contig5674_at	1	117.492917847	447276680
Contig5675_s_at	1	48.0878186969	162900040
Contig5677_at	5	30.3819444444	19657720
Contig5678_at	unknown	unknown	unknown
Contig5679_at	2	56.3739376771	295325840
Contig567_at	4	57.2946175637	433585840
Contig5680_s_at	unknown	unknown	unknown
Contig5682_at	unknown	unknown	unknown
Contig5684_at	unknown	unknown	unknown
Contig5687_s_at	2	9.56090651557	12507880
Contig5688_at	2	9.56090651557	12507880
Contig5689_at	unknown	unknown	unknown
Contig5690_at	unknown	unknown	unknown
Contig5692_s_at	4	57.2946175637	433585840
Contig5694_at	3	46.5297450425	88526080
Contig5696_s_at	unknown	unknown	unknown
Contig5698_at	7	45.3966005665	55254400
Contig5702_at	unknown	unknown	unknown
Contig5703_at	6	72.2379603399	480187520
Contig5704_at	5	71.6666666667	426571160
Contig5706_at	7	72.485835694	411930480
Contig5707_at	unknown	unknown	unknown
Contig5708_at	7	73.7252124646	427866960
Contig5709_at	4	52.2662889519	340562280
Contig5711_at	unknown	unknown	unknown
Contig5712_at	3	38.0311614731	33384520
Contig5716_at	1	95.6090651558	428338160
Contig5720_at	unknown	unknown	unknown
Contig5723_at	unknown	unknown	unknown
Contig5724_at	unknown	unknown	unknown
Contig5727_at	unknown	unknown	unknown
Contig5728_at	unknown	unknown	unknown
Contig5729_at	unknown	unknown	unknown
Contig5731_at	4	111.331444759	534487120
Contig5733_at	3	67.492917847	444693760
Contig5734_at	4	26.3456090652	19379960
Contig5737_at	2	146.919263456	623490600
Contig5739_at	unknown	unknown	unknown
Contig5740_at	unknown	unknown	unknown
Contig5744_at	unknown	unknown	unknown
Contig5745_at	unknown	unknown	unknown
Contig5748_at	7	79.1489452685	510960600
Contig5750_s_at	unknown	unknown	unknown
Contig5752_s_at	1	101.062322946	434515840
Contig5754_at	unknown	unknown	unknown
Contig5755_at	3	59.1359773371	411717200
Contig5756_at	5	152.465277778	537582160
Contig5758_at	7	68.8031161473	179483800
Contig5761_s_at	unknown	unknown	unknown
Contig5763_s_at	unknown	unknown	unknown
Contig5765_at	unknown	unknown	unknown
Contig5766_at	7	70.1841359773	212403320
Contig5768_at	unknown	unknown	unknown
Contig5769_at	2	55.5240793201	184122640
Contig576_x_at	unknown	unknown	unknown
Contig5770_at	6	74.1501416431	485002440
Contig5771_at	1	53.4702549575	305439280
Contig5772_at	unknown	unknown	unknown
Contig5777_at	unknown	unknown	unknown
Contig5780_at	unknown	unknown	unknown
Contig5781_at	unknown	unknown	unknown
Contig5784_s_at	4	98.2825779037	516219440
Contig5785_at	unknown	unknown	unknown
Contig5788_at	unknown	unknown	unknown
Contig5790_s_at	unknown	unknown	unknown
Contig5792_at	5	50.1388888888	385227080
Contig5800_at	2	60.3753541076	459102560
Contig5801_at	unknown	unknown	unknown
Contig5805_at	unknown	unknown	unknown
Contig5808_at	unknown	unknown	unknown
Contig5810_s_at	4	111.331444759	534923600
Contig5813_at	unknown	unknown	unknown
Contig5814_at	unknown	unknown	unknown
Contig5815_at	unknown	unknown	unknown
Contig5816_s_at	unknown	unknown	unknown
Contig5817_at	3	77.6912181303	473844920
Contig5818_at	7	67.776203966	157866880
Contig5826_at	unknown	unknown	unknown
Contig5827_at	unknown	unknown	unknown
Contig5829_at	1	80.2407932011	399745000
Contig5830_s_at	unknown	unknown	unknown
Contig5835_at	unknown	unknown	unknown
Contig5836_s_at	4	68.9801699717	483984400
Contig5838_at	1	48.4419263457	234462920
Contig583_at	5	41.3194444444	35477640
Contig5840_at	unknown	unknown	unknown
Contig5841_at	unknown	unknown	unknown
Contig5842_s_at	unknown	unknown	unknown
Contig5845_at	unknown	unknown	unknown
Contig5846_at	2	57.507082153	414605160
Contig5847_at	unknown	unknown	unknown
Contig5850_at	3	114.646172089	516169840
Contig5852_at	3	51.3456090652	216919400
Contig5853_at	3	51.6288951841	302186760
Contig5854_s_at	unknown	unknown	unknown
Contig5856_at	1	27.4079320113	19696160
Contig5857_s_at	1	27.4079320113	19696160
Contig5861_at	4	66.9971671388	473694880
Contig5862_at	unknown	unknown	unknown
Contig5865_at	unknown	unknown	unknown
Contig5870_at	2	55.5889990557	231868840
Contig5872_at	4	58.3569405099	433835080
Contig5873_at	unknown	unknown	unknown
Contig5874_s_at	unknown	unknown	unknown
Contig5876_at	unknown	unknown	unknown
Contig5877_at	4	16.7138810198	7975680
Contig5879_at	4	78.6827195467	495274600
Contig5883_s_at	unknown	unknown	unknown
Contig5884_at	2	76.5226628895	521013280
Contig5885_at	3	46.1048158641	47813160
Contig588_at	2	64.447592068	478643720
Contig5891_at	1	52.4787535411	295489520
Contig5893_at	5	41.5972222222	40488480
Contig5894_s_at	3	51.6288951841	309270880
Contig5896_at	7	138.223953415	596733880
Contig5897_at	6	66.7847025496	459150920
Contig5903_s_at	unknown	unknown	unknown
Contig5907_at	unknown	unknown	unknown
Contig5909_at	unknown	unknown	unknown
Contig590_at	6	37.8452549575	26948920
Contig5911_s_at	unknown	unknown	unknown
Contig5912_at	4	22.2379603399	16405200
Contig5918_at	unknown	unknown	unknown
Contig5919_at	3	123.229461756	528175520
Contig5922_at	unknown	unknown	unknown
Contig5924_s_at	unknown	unknown	unknown
Contig5927_at	2	56.9759206798	379929800
Contig592_at	unknown	unknown	unknown
Contig5931_at	7	70.9631728045	389218640
Contig5932_at	3	46.1756373938	62828320
Contig5934_s_at	unknown	unknown	unknown
Contig5935_at	6	60.6232294618	412735240
Contig5936_at	unknown	unknown	unknown
Contig5940_s_at	unknown	unknown	unknown
Contig5941_at	1	48.3711048159	194676280
Contig5950_s_at	5	62.5	413386240
Contig5952_at	3	142.138810198	546453120
Contig5953_at	unknown	unknown	unknown
Contig5956_at	6	52.9036827195	128756640
Contig5957_s_at	unknown	unknown	unknown
Contig5961_s_at	3	155.028328612	558714240
Contig5962_at	unknown	unknown	unknown
Contig5965_at	unknown	unknown	unknown
Contig5966_at	unknown	unknown	unknown
